Name,Width,Height,Depth,Painter,Country,Price,Category
Man walking,23.6,27.6,0.1,Nuria Alegría,Spain,"$2,010",Paintings
Always be there,9.4,13,0,Jessica Cianfrone,Italy,$150,Paintings
Frinnervirtuell_Innervirtuelle Gedankenwelt II,39.4,39.4,0.8,Birgit Schweiger,Austria,"$3,670",Paintings
Wa Rabbaka Fakabbir Abstract Calligraphy,17,17,5,Zainab Shahid,Pakistan,$270,Paintings
Female beauty,15,22.4,0,Mateja Marinko,Slovenia,$240,Paintings
The Scented World | Triptych,90,48,0.7,Valerie Erichsen Thomson,United States,"$5,750",Paintings
Rocks Malibu #1,16.5,11.6,0.1,John Kilduff,United States,$340,Paintings
ON GOLDEN WINGS,35.4,35.4,1.2,JUNIPERLOONY Artist,United Kingdom,"$1,810",Paintings
Pink flower 10,39.4,66.9,0.8,Rosi Roys,Ukraine,"$1,400",Paintings
Moon is my witness,8,10,2,Vinayak Godbole,United States,$490,Paintings
"Touched, then hidden",48,24.8,0.8,Gerard Lakke,Netherlands,$760,Paintings
Yellow roses,23.6,23.6,0.8,Marco Saporiti,Italy,$230,Paintings
"Richmond railway bridge sunset, oil painting",15.2,13.2,0.8,ROBERTO PONTE,,$470,Paintings
Composition No 292,19.7,27.6,1.2,Eleni Pratsi,France,$720,Paintings
Curlews (Blue lobster),32.8,23,0,Lucy Stevens,United Kingdom,$778,Paintings
Pet portrait Artwork Dog swimming original acrylic painting,6.7,9.1,0,Mary Artt,Turkey,$255,Paintings
Tranquility,17.3,17.3,0.8,Caroline Lowe,United Kingdom,$410,Paintings
Water Glass and Cans,7.5,7.5,0.8,Arne Groh,Germany,$175,Paintings
Title: Short-term change 7 - A radiograph of my mind series,30,40,1,Andrada Anghel,Canada,"$2,410",Paintings
Quel che Ritornerà,53.1,41.3,1.6,Air Daryal,Italy,"$12,000",Paintings
Lilac bouquet,19.7,15.7,0.8,Ellen Frischbutter,Germany,$380,Paintings
A Family Outing,16.1,12.2,0.1,Christine Beard,Australia,$320,Paintings
29- Me aburrooooo...!,11.8,8.3,0,CARMEN LUNA,Spain,$340,Paintings
Poses 1-9,9,9,0,Mary-Jo Adjetey,Ghana,$890,Paintings
Mutation,30,50,1,Renold Laurent,United States,"$6,400",Paintings
First Crocus Pushing Through The Snow,10,8,1,Judy Osiowy,Canada,$250,Paintings
mayreau pacific,64.6,33.1,1.6,Hofman Art,Netherlands,"$4,200",Paintings
Touch At Your Own Risk,11.8,11.8,0.8,Sophie Hague,Australia,$370,Paintings
"The Line, abstract acrylic painting",9.8,13.8,0,Ayla Abutalib,United Arab Emirates,$150,Paintings
Freedom,43.3,59.1,0.1,DenBagoes Artwear,Indonesia,"$1,860",Paintings
Into the trees II,23.6,35.4,0,Bailey Burns,United Kingdom,$430,Paintings
Cadac Way,31.5,39.4,0.8,Romuald Mulk Musiolik,Poland,"$1,160",Paintings
In the mirror of a nightclub 2,11.7,16.5,0,Lana Nuori,Georgia,$369,Paintings
Wind of Change,30,28,0.7,Elena Vaisman,,"$1,530",Paintings
Motorboats,12,16,0,Zaira Dzhaubaeva,United States,$170,Paintings
Mandarine,70.9,47.2,1.6,Anthony Abou Jaoude,Lebanon,"$4,770",Paintings
A bright dream,7.9,7.9,2,Daria Kiseleva,,$220,Paintings
Golden feather,16.5,11.7,0,Svetlana Saratova,Germany,$240,Paintings
Surfers,11.8,11.8,0.8,Angeline Tournier,United Kingdom,$660,Paintings
Field of joy,36.2,29.5,0.8,Sophie Chédeville,,"$1,710",Paintings
Empty Seat,30,22,0.1,Amelie Mancini,,"$2,670",Paintings
Composition 6815,27.6,35.4,0.8,Engelina Zandstra,Netherlands,"$2,260",Paintings
Skimboarding,12,12,0.2,Megan Young,United States,$545,Paintings
Castellana Grotte Apulia Italy,30,20,1,M Bleichner,Germany,$739,Paintings
Nefertiti (ancient race),11.8,8.3,0.8,Russell Honeyman,United Kingdom,$590,Paintings
Riderless Beast,72,63,2,Galen Cheney,United States,"$9,600",Paintings
The Door of Consciousness,23.6,31.5,0.8,Artist Zeeta,Taiwan,"$6,550",Paintings
Flowers Bouquet Oil Painting On Canvas Floral Lemon Still Life,7.1,9.4,0.6,Vilma Gataveckiene,Lithuania,$150,Paintings
BROKEN HEART 2,27.6,27.6,0.4,Eleonora Colomboni,Italy,$770,Paintings
Until morning light,30,24,1,Victoria Mccarthy,Ireland,"$1,159",Paintings
hirondelle irisée,8.3,11.7,0,Véronique Desbrosses,France,$310,Paintings
The Landlord,28.3,41.3,0.4,Nguyen-Tri Ha,Vietnam,"$5,950",Paintings
OBJECT,19.7,27.6,0.6,LAU TIR,Italy,$980,Paintings
Vida en familia (170594),30,24,0.1,Diana Mendoza,,"$3,686",Paintings
Queens Hat VI,12.6,12.6,1.6,Jonathan Collins,United Kingdom,$485,Paintings
Sunrise in the Bay,48,36,1.5,Linda Olsen,United States,"$4,550",Paintings
Green Fingered,16,20,0.5,Juliet James,United Kingdom,$305,Paintings
Botanical,17.7,25.6,0.1,Ludmila Curilova,Canada,$910,Paintings
"""Dobbie's dog""",24,30,0.5,Elizabeth Courtnay,United States,$365,Paintings
Nirvana,10,28,1.5,Takayuki Harada,United States,"$1,850",Paintings
Music of the Spheres,15.7,23.6,1,Joseph Heffernan,Ireland,$940,Paintings
Lost Paintings,16,20,0.5,Larrison S,United States,$500,Paintings
the trombone player,27.6,21.7,2,dirk van der meyden,United Kingdom,$770,Paintings
Twisted,17,12,1,Ishan Hewage,Sri Lanka,$420,Paintings
Le chamane faisait apparaître ceux qui étaient dans les pierres,26.8,17.7,1.2,antoine COURTADON,France,$710,Paintings
The Mystic Tree,55.1,39.4,2,PAUL AKIIKI,Uganda,"$4,270",Paintings
Magic,59.1,15.7,1.6,Virginia Orbon Retzmann,Germany,"$1,410",Paintings
Magus the green,24.4,33.5,1.6,Eleanor Gabriel,France,$930,Paintings
Graceful,11.8,11.8,0.2,KatieBute Art,Switzerland,$330,Paintings
Man (Cowboy),11.8,15.7,1.2,Marlien Venema,Netherlands,$810,Paintings
Jellyfish,15.7,19.7,0.4,Andreia Reis,,$180,Paintings
Showtime!,40,30,1.5,Bonnie Lambert,United States,"$3,410",Paintings
Following,16,16,1.5,A Lilly Miscoe,United States,$880,Paintings
Blushing,12,12,1.5,Jessica Baron,Ireland,$380,Paintings
Please allow me to introduce myself,23.6,39.4,1.4,Alfonso Sánchez,Spain,$490,Paintings
Lily,20,20,1,Aman Kumar,India,$630,Paintings
PEA.,11.8,11.8,0.8,Rakhmet Redzhepov,Latvia,$350,Paintings
Abstract art 1,13.4,19.7,0,Hala Elnaggar,Egypt,$270,Paintings
LA VENUS DEL MAR,53.9,24,0.2,Felix Gonzalez Mateos,Spain,"$11,000",Paintings
"ADELE BLUE ""Jazz Divas""",27.6,27.6,0,Christian Steagall-Condé,Brazil,$725,Paintings
Mexico red,19.7,27.6,1.2,Anastasia Gurjewa,Germany,"$1,660",Paintings
Landscape Abstract Arc,24,15.7,0.1,Muyiwa Osifuye,Nigeria,$359,Paintings
The Light after Rain,47.2,31.5,0.8,Felicia Trales,Portugal,"$4,550",Paintings
Collar no 2541,7.9,7.9,0.1,Ted Hesselbom,Sweden,"$1,140",Paintings
Mother and Son,35.4,53.1,0,Erkan Cerit,Turkey,$994,Paintings
Cracking Up,40,30,1,Philip Levine,United States,"$2,960",Paintings
It's a lady,45,55,2,luise eru,Brazil,"$11,000",Paintings
Family,7.9,7.9,0.7,Sunny Garden,Germany,$960,Paintings
Lakeshore,6,6,0.1,Marina Egorova,Canada,$230,Paintings
Message,48,24,0.3,Patrick Augustine,United States,"$1,770",Paintings
Beyond Tinmal I,27.6,27.6,1.6,Moritz Jaeger,Switzerland,"$1,400",Paintings
“Kiwi”,22.8,18.9,1,Alla Boiko,Austria,$595,Paintings
Lost,24,30,0.9,Marina Egorova,Canada,"$1,295",Paintings
Boat and lighthouse. Oil painting.,8,5.5,0.1,Mykola Polishchuk,Ukraine,$170,Paintings
"New beginning - original abstract painting, blue orange white contemporary art",24,24,0.8,Olga Tkachyk,United States,$490,Paintings
Spring spray,19.7,19.7,1.2,Kateryna Ivonina,United States,"$1,770",Paintings
Selover Trucks,53,43,0.2,Philip Cook,United States,"$3,850",Paintings
The Goddest Isis,37.4,47.2,0.8,Robertas Kasperovicius,Lithuania,$660,Paintings
Second Angel Pouring out His Bowl on the Sea,78.7,55.1,1,Robert van de Graaf,Netherlands,"$9,800",Paintings
Jesus Walking over Water,78.7,55.1,1,Robert van de Graaf,Netherlands,"$9,800",Paintings
Door,19.7,27.6,0,Rinalds Vanadziņš,Latvia,"$1,095",Paintings
"Serie ""Garden""",15.7,15.7,0.8,Marco Saporiti,Italy,$170,Paintings
Perfil,19.7,15.7,0,Mitchelle Murcia,,$200,Paintings
Buddha's hand,14.2,20.1,0,Jaron Su,Netherlands,"$2,210",Paintings
Impossible mountain,19.7,27.6,0.8,Álvaro Marzán,Luxembourg,"$1,310",Paintings
Abstract Portrait on Pink,16,20,0.7,Anthony Vandertuin,Canada,"$1,085",Paintings
Imagined Figure in Blue,7.2,11,0.7,Anthony Vandertuin,Canada,$310,Paintings
For Doubting Thomas,29.9,40.2,0.8,Amanda Lewis,,"$1,180",Paintings
Strawberry,11.8,15.7,0.7,Inga Batkayeva,Kazakhstan,"$1,140",Paintings
Catching light,15.7,15.7,0.6,Inanda Page,South Africa,$295,Paintings
Retrato en fondo amarillo,78.7,90.6,3,Enrique Pichardo,Mexico,"$8,399.45",Paintings
Transeúntes a contraluz.,27.6,39.4,1.4,Rosana Sitcha,Spain,"$3,070",Paintings
Golden war,19.7,19.7,1.6,Katja Uccusic-Indra,Austria,"$1,660",Paintings
Leo- Prowler,39.4,59.1,1.6,Caroline Walker,,"$3,700",Paintings
The ballet team,25.6,31.5,0.8,Serghei Ghetiu,Lithuania,"$1,460",Paintings
It's love No 39,35.4,35.4,0.8,Ivana Gigovic,Australia,$650,Paintings
IS THIS HELL,29.1,32.7,0,zoe palmer,United Kingdom,$340,Paintings
Golden Sails at Sunrise.,70.9,59.1,0.8,Rakhmet Redzhepov,Latvia,"$5,990",Paintings
SCENE 131,16.1,9.4,1.6,mEA AMBROZO,France,"$2,210",Paintings
Brocken peace,29,17,1,Abla Watchey,United States,$786,Paintings
20.07,13,26,0.7,McCain McMurray,United States,$900,Paintings
Fantasma,9.4,11.8,0.1,Kama Czechowska,Poland,$790,Paintings
Untitled,39.4,59.1,1.2,Rachel Matton,United Kingdom,"$1,236",Paintings
Zheravna,30.3,21.7,0.8,Melinda Avokra,Italy,"$1,660",Paintings
Flying in the clouds,18.5,14.6,0.1,Svetlana Avramenko,Italy,$330,Paintings
City landscape,27.6,45.3,0.4,piotr wadowski,Germany,"$1,260",Paintings
Safety net,23.6,23.6,0.8,Vicky Porfyri,Portugal,"$3,270",Paintings
Road into the night,15.7,15.7,0.8,Antonina Runovska,Poland,$240,Paintings
Happiness and unhappiness in a strange world,5.9,5.9,0.6,Constanze Kratzsch,,$510,Paintings
Thrust,31.5,31.5,1.4,Kemal Yazici,United Arab Emirates,$670,Paintings
Oiseau #1,25.6,19.7,0,Sabine Chanavat,France,$590,Paintings
Clinamen VI,23.6,31.5,0.8,Lancelot Blondeel,France,"$1,630",Paintings
Abstract,26,18,1,Michael Katz,United States,$715,Paintings
Alicante,21.7,18.1,0.8,Victor Fridrikh,Spain,$660,Paintings
Fanmail From Some Flounder?,48,26,0.1,Hal Mayforth,United States,"$2,667",Paintings
Noise #15,9.4,12.6,0,Dante Adams,Netherlands,$235,Paintings
Sierra Maria-Los Velez III,17.7,13.8,0.8,Henry Glover,United Kingdom,$945,Paintings
POWERLESS,16.5,23.4,0,Jonathan Wain,,$270,Paintings
UNNAMED BONED,33,28,2,SHIhO SUZUKI,United States,"$4,210",Paintings
Love has a ripple effect,9.8,9.8,2,Paulina Zorrilla,,$245,Paintings
Permafrost - Het Behouden Huys,28.7,24,2.4,Gerard Lakke,Netherlands,$590,Paintings
No One Tells The Wind Which Way To Blow,31.5,23.6,1.2,Stefan Fiedorowicz,Austria,"$2,410",Paintings
Snowy Mountain Range,11.8,15.7,0,George Hunter,United Kingdom,$180,Paintings
Erupting volcano beyond lake,11.8,15.7,0,George Hunter,United Kingdom,$180,Paintings
Self-Confident Square,28,28,2,Vanessa Snyder,United States,"$2,045",Paintings
Continuity Swirls,177.2,47.2,1.4,Dragica Carlin,,"$55,750",Paintings
Opus II n.1694 (2022),23.6,27.6,1.2,vito campanelli,Italy,"$8,410",Paintings
Life Theatre | The 'Mehfil',12.5,11.3,1,Bharat Thakur,,"$3,328",Paintings
Bubble Gums,160,48,1.5,Pamela Rys,United Kingdom,"$6,700",Paintings
Point Lobos GWS,30,22,0.1,Theodore Heublein,,"$2,670",Paintings
Rue D'Antibes,9.8,9.8,0.8,Sarah Barker Brown,United Kingdom,$685,Paintings
Sep-22,39.4,39.4,0.8,Katrine P Funderud,France,"$1,710",Paintings
Yellow circles,8.3,11.8,0.4,Natalia Udrea,Romania,$530,Paintings
Cafe#04,13.8,13.8,0.4,Sofiya Rudentsova,Turkey,$170,Paintings
Kall we üç nar,24.8,25.6,0.4,Gochmyradov Gahryman,Turkmenistan,"$7,450",Paintings
Spirit Of The Birds #9,72,72,1.2,Hito Torino,Japan,"$5,550",Paintings
House Mate,15,17,0.1,Aaron Gonzalez,United States,$485,Paintings
The Harvest,27.6,35.4,1.2,Zuzana Bürger,Czech Republic,$810,Paintings
The Mountain Stands Still,56.7,25.4,2,Gav Vitullo,Australia,"$3,300",Paintings
"Three bottles, a goblet, a jug, peaches and lemons",15,11,0.1,Tetiana Solodka,United States,$215,Paintings
Awaiting the Glad Tidings,47.2,47.2,2.8,Magdy Elkafrawy,Egypt,"$8,000",Paintings
Portraits ii,6,13,1,Nilantha Vidanarachchi,Sri Lanka,$590,Paintings
I LOVE YOU...,24,24,1.2,JXY KXY,United Kingdom,"$2,229",Paintings
I Just Realised What You Meant,31.5,39.4,1.2,Clinton De Vere,Germany,"$4,120",Paintings
Jagermeister Porsche 911 934,78.7,47.2,28.3,Berker Cakmak,Turkey,"$5,540",Paintings
BAÑO FAMILIAR,39.4,23.6,0.4,Joaquin Pardo Mendez,Spain,$830,Paintings
Early Summer,19.7,19.7,1.6,Jani Vallentimi,Germany,$560,Paintings
Puppy for Kid's room. Sweet Cupcake.,18,18,0.5,Anastasia Tversky,Canada,$320,Paintings
Milo in Thought,24,18,0.1,Misty Carey,United States,"$1,600",Paintings
On island,78.7,39.4,1.2,Curelici Stefan,Romania,"$1,700",Paintings
Golden Granite,31.5,31.5,1.6,Sina Augustin,Germany,$840,Paintings
PEACOCK FEATHER,7,5,0.2,Aibek Begalin,United States,$340,Paintings
Source of Life,23.6,27.6,0.4,Anna Schill,,"$3,270",Paintings
Black rose-Marco Saporiti,15.7,15.7,0.8,Marco Saporiti,Italy,$170,Paintings
Lili,37.8,37.8,1.2,Georgi Sabev,,$960,Paintings
Patchwork Abstract Series 7,18,24,0.1,Mark Perry,United States,$880,Paintings
Mischabel,39.4,27.6,2,Nick Shaw,Switzerland,"$2,090",Paintings
"""Goodbye Summer""",9.4,11.8,0.4,Daniel Archer,South Korea,$295,Paintings
"""In the air tonight""",19.7,27.6,0.8,Artè Abstract by Christiàna Niko,,$410,Paintings
Childhood,66.9,66.9,1.2,FERNANDO JARAMILLO,Colombia,"$4,650",Paintings
"Little Forest in Barnes Station, London",11.3,15.9,0,francisco adolfo gutierrez,United Kingdom,$773,Paintings
Flowers N°9,8.3,11.8,0.4,A Gazkob,Spain,$170,Paintings
The Closer,19.7,23.6,1,Aileen Ng,Australia,$550,Paintings
My Town,37.4,27.6,0.8,Spaco Kacharava,Georgia,"$4,270",Paintings
In the Spring,36,36,1.5,Linda Cafritz,United States,"$3,010",Paintings
Pink Lotus and Buds,8.3,11.3,0.1,Asha Sudhaker Shenoy,India,$210,Paintings
Palm Springs #4,23.6,23.6,0.7,Michelle Jirsensky,Australia,$670,Paintings
Fire Dreamer,50,32,1,Steven Agin,United States,"$4,975",Paintings
City Life,8,12,1,Ishan Hewage,Sri Lanka,$440,Paintings
"Grief, but not Forever",48,48,1,Dominyka Obelenyte,,$870,Paintings
Predominance,5.9,5.9,0.8,Oronzo Toro,Italy,$200,Paintings
Yggdrasill,18.9,26.8,1.2,antoine COURTADON,France,$710,Paintings
A Tourist,18.1,24,0.1,Christine Beard,Australia,"$1,080",Paintings
Encircled 3,12.6,15.6,0,Sebastian Abbo,France,$360,Paintings
Mountain View,20.9,20.9,0.1,Anthony Barrow,United Kingdom,"$1,680",Paintings
"NGC 2264, Cone and Foxfur Nebula and Christmas Tree",6.3,6.3,1.2,Katie Shapo,Germany,$150,Paintings
Brothers in arms,141.7,82.7,0.1,Zeon Milo,,"$10,000",Paintings
Hidden Gold Rockpool,44.5,60.2,0,Laurie Franklin,Australia,"$1,070",Paintings
Doll,19.1,14.7,0,TYRONE Johnson,Jamaica,"$11,000",Paintings
Flight,20,30,2,Cassandra Gordon-Harris,United States,"$1,370",Paintings
Stop Light Between Voids,48,48,2,David Austin,United States,"$10,600",Paintings
La calma en el campo,23.6,23.6,1.2,Antonio Sanchez,Spain,$330,Paintings
Abstract Wall Art on Canvas M00061,40,60,2,Drunk Abstracts,India,"$8,610",Paintings
Togetherness,23.6,19.7,0.4,Anja Semling,,$610,Paintings
"No beginning, no end #2",36,36,1.5,Simon Bolton,United Kingdom,"$1,450",Paintings
Girls night,39.4,19.7,1.6,Kirstin Dabelstein,Germany,"$3,670",Paintings
Will the sky be closed to us?,15.7,11.8,0.4,Oksana Duplii,Ukraine,"$14,999",Paintings
Vase in a Red Room,11,15,0.1,Marina Egorova,Canada,$360,Paintings
French Country Garden,30,36,1.5,Kristen Olson Stone,United States,"$3,490",Paintings
Abstraction 37,11.8,11.8,0,Masha Bright,Serbia,$160,Paintings
spontaneous fields,31.5,23.6,0.8,Ivan Car,Croatia,"$1,599",Paintings
Queen Bee,26,35.4,0.8,Mihaela Castellano,France,"$1,930",Paintings
Three Pears,9.8,9.8,0.2,Marina Egorova,Canada,$250,Paintings
Red sea,15.8,15.8,0.8,Anry Lys,Ukraine,$210,Paintings
Lost Identity - Katie,24,36,1.5,Sung Lee,Australia,"$1,050",Paintings
"""Moonlit Evening""",20.5,16.5,1,Alla Boiko,Austria,$595,Paintings
Snail,12.6,9.4,0,Margaret Scholtysik,Greece,$430,Paintings
PLANET VIOLET,23.6,31.5,0.8,Silke Host,France,"$2,000",Paintings
San Miguel de Allende,40,30,2,Philip Levine,United States,"$2,670",Paintings
Marble Tides,31.1,31.1,1.6,Martine Vanderspuy,Australia,"$3,300",Paintings
Schumann,9.4,13,0.8,Kaoru Shibuta,Japan,$370,Paintings
Assumption,40,50,1,Theophilus Tetteh,Ghana,"$3,800",Paintings
River of Mist,55,72,0.1,Kenny Nguyen,United States,"$6,500",Paintings
Surf Machine,16,20,1,Christy Powers,United States,"$1,450",Paintings
The Golden Sea,44,36,1.5,Yeachin Tsai,United States,"$3,000",Paintings
Vivid Looping Lines on Turquoise,40,28,0.1,Kind of Cyan,United States,$950,Paintings
Bubble gum,27.6,31.5,0.8,Hanna Ilczyszyn,Belgium,"$2,010",Paintings
Yo-Yo Skateboarder,16.5,22.8,0,Andy Shaw,United Kingdom,$495,Paintings
image-face(Vincent van Gogh),15.2,20.1,1.2,GyoBeom An,South Korea,"$1,360",Paintings
Swimmers 712 Etsumi Tropic Japan,21.3,25.6,1.6,Ruben Abstract,Spain,"$1,020",Paintings
Flickering Garden 2,22,28,0.7,Nestor Toro,United States,"$1,200",Paintings
Venice Painting (1137),48,36,0.1,Agostino Veroni,Italy,$609,Paintings
Fossil III,19.7,19.7,1.6,Anna F Macdonald,United Kingdom,$930,Paintings
Green into Blue - Modern Abstract Expressionist Painting,40,40,0.1,Suzanne Vaughan,United States,"$1,600",Paintings
Venice I,35,45.7,0.8,Juan Álvarez Cebrián,Spain,"$2,795",Paintings
Californian Landscape with the Ocean,24,20,0.6,Suren Nersisyan,United States,"$1,055",Paintings
Besties 2,30,40,1,Surabhi Gaikwad,Qatar,"$2,710",Paintings
No control (I love u),19.7,27.6,0.1,Chantal van Houten,Netherlands,"$1,860",Paintings
Rice Cake Stripes,30,40,1.5,Janet Hamilton,United States,"$2,810",Paintings
Untitled #123,55.1,78.7,0.8,Louise Langgaard,Denmark,"$7,550",Paintings
Tricks of Radiance,63,35.4,1.6,FINTAN WHELAN,Ireland,"$4,040",Paintings
Bouncing reflections (On water),24,36,1.5,Nestor Toro,United States,"$2,270",Paintings
Japanese House,22,30,0.1,Yeachin Tsai,United States,$750,Paintings
Madonna,40,48,1,Dane Shue,United States,"$2,210",Paintings
“REVIVE” Soft dinner 18:03 10/11/2019,19.7,19.7,2,Miki Wanibuchi,Japan,$735,Paintings
Van Gogh Avatar 7,23.6,23.6,0.8,Marta Zamarska,Poland,"$2,000",Paintings
Long Trail 1,29.5,29.5,1.6,Buhle Nkalashe,South Africa,"$1,853",Paintings
Water lily pond,31.5,31.5,0.8,Irina Laube,Germany,"$2,510",Paintings
Nectar,63,31.5,1.6,muriel napoli,France,"$5,650",Paintings
Summer day in the Orchard,39.4,31.5,0.8,Maja Đokić Mihajlović,Serbia,"$5,260",Paintings
Charge,12,9,0.1,Deborah Newman,United States,"$1,000",Paintings
Hanging Garden,20,10,1.5,Cynthia Ligeros,United States,$480,Paintings
She needs love 02,18,24,1.5,Poovi Art Gallery,United States,$245,Paintings
The Swinging Lines II,19.7,27.6,1,Marlies Plank,Austria,"$1,660",Paintings
Mont Tremblant,20,16,0.7,Alissa Kim Tjen,Canada,$370,Paintings
Chanel,24,24,0.5,Dane Shue,United States,"$1,600",Paintings
Two men in the dark (bang),39.4,47.2,0.8,Chantal van Houten,Netherlands,"$5,450",Paintings
Unceremonious Events #5,36.1,30.7,0.1,Rodrigue Semabia,United States,$714,Paintings
"CAUGHT IN THE CURRENT mixed media in navy, yellow, white and gray",48,48,2,Mary Elizabeth Marvin,United States,"$3,350",Paintings
Women In Love (No.10),22,30,0.1,Sara Richardson,United States,"$1,800",Paintings
Background Affair,31.5,27.6,1.6,János Huszti,Hungary,"$1,560",Paintings
Side By Side,24.8,27.6,0.1,Aslihan Kaplan Bayrak,Turkey,"$2,150",Paintings
Circulo 23x25,9.8,9.1,0.1,Kinia Barber,Spain,$195,Paintings
Best Friends Forever 2,45.3,29.5,0.8,Kasia Gawron,Poland,"$2,970",Paintings
Tight schedule for a beginner,63,51.2,1.6,Manuela Karin Knaut,Germany,"$6,350",Paintings
Composition No 215,35.4,35.4,2,Eleni Pratsi,France,"$1,160",Paintings
Sea Waves,45,30,1,Vahe Yeremyan,United States,"$2,100",Paintings
"from the artist's collection:  ""AZ21""",16.1,20.5,1.8,Juliet Vles,Switzerland,"$1,910",Paintings
Lui in love,45.3,73.6,1.2,Karenina Fabrizzi,Spain,"$5,750",Paintings
"art sketch "" physical abstract"" ( # 403 )",20,16,0.2,Harry Moody,United States,$615,Paintings
Sunny Seville 2,21.3,28.7,0.8,Valérie LE MEUR,France,"$1,200",Paintings
20lbs Of Curses,33.3,46.3,1.5,Kris Gebhardt,United States,"$5,350",Paintings
I know you killed me,29.5,41.3,0,Luca Brandi,Italy,"$2,510",Paintings
The juice,18,24,0.7,Maria Folger,United States,"$1,334",Paintings
On And On,60,31.5,1.5,Cheryl Harrison,Australia,"$1,650",Paintings
"From the Connecting with Nature, Connecting with Me- Grounding 01",18,24,0.2,Mireka Starr,Canada,$730,Paintings
Lychee,11,15,0.1,Nicole Melnicky,United States,$200,Paintings
IMPERCEPTIBLE SIGNS,23.6,47.2,1.6,Inez Froehlich,Germany,"$2,010",Paintings
Wild Rose No. 16,11,15,0,Elizabeth Becker,United States,$290,Paintings
Piscina 1,31.9,39.4,0,marina del pozo,Spain,"$1,860",Paintings
Regardless,19.7,9.8,0,Dawn Beckles,United Kingdom,"$1,285",Paintings
ÁRBOLES DE ABRIL/1,18.1,15,0,Jesus Cuenca,Spain,$740,Paintings
Composition No. 262,16,22,0.1,Sumit Mehndiratta,India,$560,Paintings
Untitled 5-15-2021 (Arc de Triomphe),48,54,1.5,Gabriela Horikawa,United States,"$6,400",Paintings
Art Trucks Wane,20,16,1.5,Rapheal Crump,United States,"$1,400",Paintings
Fusion - Modern Abstract,40,40,0.1,Suzanne Vaughan,United States,"$1,600",Paintings
Blue Spring vol.210,6.2,8.6,0.7,Ko byung jun,South Korea,$300,Paintings
An ordinary day Series,48,36,1.5,Jay chung,United States,"$3,710",Paintings
Green Oasis,40,36,1.5,Lisa Carney,Canada,"$1,910",Paintings
Dancing In Place,48,48,0,Cindy Bernier,United States,"$3,050",Paintings
Tom's Jersey Shore,48,60,0,Larry Hill,United States,"$6,000",Paintings
It's a Bunch of Fruit,20,16,2,Monica Cowsert,United States,$530,Paintings
man and his work,47.2,35.4,0.8,Leo Wijnhoven,Netherlands,"$3,670",Paintings
